customer_id,age,income,spending_score,savings,height_cm,weight_kg,gender,city,education,date,purchase_amount
747,40,57567,55,19354,158,57,Male,Stockholm,High School,2025-01-16,30413
748,54,44860,73,23190,167,73,Male,London,PhD,2025-01-17,20352
749,54,41195,25,7142,170,65,Female,Stockholm,Master,2025-01-18,9816
750,27,97475,59,29398,151,99,Male,Stockholm,Master,2025-01-19,24713
751,27,110874,78,42862,192,53,Female,New York,Bachelor,2025-01-20,33702
752,36,107266,89,34132,187,87,Female,New York,High School,2025-01-21,34210
753,34,41427,22,20503,189,93,Male,New York,PhD,2025-01-22,21520
754,38,47083,30,49456,185,76,Male,Stockholm,PhD,2025-01-23,17704
755,31,107046,84,35631,199,58,Male,Nairobi,Master,2025-01-24,42461
756,26,77372,85,17499,192,96,Male,London,Bachelor,2025-01-25,20609
757,63,64064,44,40852,186,65,Female,London,Master,2025-01-26,17629
758,18,27813,32,9016,164,105,Female,London,Master,2025-01-27,15979
759,62,51598,51,3384,177,61,Male,New York,Master,2025-01-28,22013
760,30,113106,46,16072,167,80,Female,Stockholm,Master,2025-01-29,37795
761,21,47082,21,37703,183,73,Female,New York,PhD,2025-01-30,19048
762,18,49241,99,46895,171,104,Female,Nairobi,PhD,2025-01-31,32851
763,57,116214,32,15482,160,63,Male,Stockholm,Master,2025-02-01,36958
764,49,64569,94,41510,162,94,Female,London,Master,2025-02-02,29117
765,51,31745,39,49933,153,74,Male,New York,Bachelor,2025-02-03,14386
766,45,46029,12,22826,171,83,Male,New York,Master,2025-02-04,26969
767,48,33025,47,3490,156,52,Female,Nairobi,PhD,2025-02-05,4110
768,25,34288,18,47092,192,107,Female,Nairobi,High School,2025-02-06,15502
769,56,109186,21,26518,173,73,Male,New York,PhD,2025-02-07,34281
770,43,26540,13,25045,153,103,Female,Nairobi,Bachelor,2025-02-08,12095
771,51,117768,21,27910,177,91,Female,London,PhD,2025-02-09,34143
772,20,101958,8,25566,164,58,Male,Nairobi,High School,2025-02-10,31142
773,29,88878,46,34905,150,75,Male,Nairobi,Master,2025-02-11,34820
774,18,61846,7,28103,152,69,Male,New York,High School,2025-02-12,34818
775,61,95932,23,37188,163,89,Male,New York,Master,2025-02-13,35119
776,22,37482,96,6845,187,59,Female,Stockholm,Master,2025-02-14,16604
777,47,43411,75,22162,199,68,Female,Stockholm,PhD,2025-02-15,18404
778,47,70975,86,37674,150,52,Male,New York,PhD,2025-02-16,27625
779,34,80545,22,20337,187,73,Male,Nairobi,PhD,2025-02-17,17385
780,64,98797,89,23313,187,54,Male,Nairobi,Bachelor,2025-02-18,36888
781,40,72307,22,27943,170,52,Female,Stockholm,PhD,2025-02-19,27556
782,32,23093,92,13413,197,107,Male,Stockholm,Bachelor,2025-02-20,9756
783,54,97258,29,1276,178,76,Female,Stockholm,PhD,2025-02-21,37319
784,38,42042,13,18611,154,65,Male,London,Master,2025-02-22,16351
785,31,72930,82,40105,198,98,Male,London,Bachelor,2025-02-23,26407
786,19,64413,2,12944,159,64,Male,Stockholm,High School,2025-02-24,18816
787,28,113623,29,16906,177,84,Female,Nairobi,Bachelor,2025-02-25,44978
788,56,117883,85,21536,170,61,Female,Stockholm,Bachelor,2025-02-26,47532
789,55,53756,79,28810,199,90,Female,London,High School,2025-02-27,24070
790,51,73268,52,13306,156,102,Male,Nairobi,Bachelor,2025-02-28,25991
791,55,59214,27,11503,152,93,Female,London,Master,2025-03-01,20847
792,51,101871,50,20225,194,75,Female,Nairobi,PhD,2025-03-02,33002
793,35,48602,95,37976,196,96,Male,London,High School,2025-03-03,13556
794,47,73331,79,12590,169,83,Male,Nairobi,PhD,2025-03-04,40110
795,32,68901,23,11886,168,72,Female,Nairobi,Master,2025-03-05,23746
796,44,119986,88,13866,184,80,Female,Nairobi,High School,2025-03-06,46786
797,51,83416,44,2088,153,99,Female,Nairobi,PhD,2025-03-07,29135
798,55,52196,77,4363,154,69,Female,New York,PhD,2025-03-08,19683
799,50,25626,22,33792,150,61,Male,London,Master,2025-03-09,8958
800,41,27424,43,10764,153,72,Male,London,PhD,2025-03-10,4530
801,32,32857,37,21620,161,53,Male,New York,Master,2025-03-11,24942
802,47,39982,61,43727,176,72,Female,Nairobi,Bachelor,2025-03-12,11922
803,59,96961,97,13935,191,97,Female,Nairobi,Master,2025-03-13,33628
804,34,21980,56,9068,172,104,Male,London,Bachelor,2025-03-14,9992
805,22,68290,3,8295,174,97,Male,New York,High School,2025-03-15,27227
806,46,46431,63,42160,170,50,Female,Nairobi,PhD,2025-03-16,20301
807,21,104976,19,12390,173,103,Female,Nairobi,Master,2025-03-17,27212
808,27,102711,23,42216,174,74,Male,Nairobi,Master,2025-03-18,39384
809,34,46385,29,21131,194,51,Male,Stockholm,PhD,2025-03-19,20470
810,27,58158,30,30218,195,79,Male,New York,PhD,2025-03-20,23139
811,34,43019,39,11433,181,52,Female,Nairobi,High School,2025-03-21,20384
812,37,38639,25,16038,181,107,Female,Stockholm,High School,2025-03-22,26063
813,41,105530,8,29182,154,70,Female,New York,Master,2025-03-23,43384
814,22,119911,58,12528,185,74,Female,Nairobi,High School,2025-03-24,38339
815,51,41563,16,22281,195,69,Female,London,Bachelor,2025-03-25,22188
816,23,59341,72,49511,191,98,Female,Stockholm,High School,2025-03-26,26918
817,19,25776,1,9605,198,101,Male,Stockholm,High School,2025-03-27,10328
818,30,56444,5,35782,191,71,Male,Nairobi,Master,2025-03-28,8971
819,60,88916,3,2381,188,70,Female,Nairobi,Bachelor,2025-03-29,26122
820,60,28711,65,2098,165,82,Male,Stockholm,High School,2025-03-30,11049
821,28,94318,4,20810,182,101,Female,London,Bachelor,2025-03-31,32835
822,64,102970,99,25322,198,87,Male,London,Bachelor,2025-04-01,46146
823,40,105553,96,42869,170,64,Female,New York,Bachelor,2025-04-02,30893
824,33,50707,64,33955,158,107,Male,Nairobi,PhD,2025-04-03,21501
825,48,59110,98,45716,155,107,Male,London,PhD,2025-04-04,33142
826,28,81788,89,11207,194,95,Female,New York,PhD,2025-04-05,32503
827,33,102879,10,22793,184,101,Female,London,PhD,2025-04-06,35509
828,25,58827,21,3092,188,64,Male,Nairobi,Master,2025-04-07,21503
829,21,25655,46,29220,171,95,Male,New York,High School,2025-04-08,14004
830,57,64859,91,19514,190,74,Female,New York,PhD,2025-04-09,27201
831,21,73625,27,39010,154,70,Male,New York,Master,2025-04-10,18704
832,42,72098,66,9549,191,73,Female,London,High School,2025-04-11,22621
833,20,35251,41,23031,172,106,Female,Nairobi,PhD,2025-04-12,18222
834,49,20526,13,6185,166,107,Male,New York,High School,2025-04-13,7555
835,20,88760,9,16271,161,54,Female,Stockholm,PhD,2025-04-14,26835
836,44,67837,36,6776,172,55,Male,Nairobi,Master,2025-04-15,21831
837,46,31536,86,13449,165,98,Male,Stockholm,Bachelor,2025-04-16,16534
838,49,48541,90,25297,152,92,Female,Stockholm,Bachelor,2025-04-17,28796
839,36,99083,58,41591,179,97,Male,New York,High School,2025-04-18,33848
840,38,71027,54,16717,171,93,Female,New York,Master,2025-04-19,20002
841,22,54531,12,41123,158,96,Female,London,Bachelor,2025-04-20,21277
842,35,28712,81,40233,178,72,Female,London,PhD,2025-04-21,15689
843,45,85455,78,46505,196,53,Male,London,Bachelor,2025-04-22,33593
844,59,94744,14,47092,186,76,Female,Nairobi,High School,2025-04-23,37861
845,39,25109,34,11350,172,67,Male,London,High School,2025-04-24,10829
846,38,69268,53,31622,162,70,Female,Stockholm,Master,2025-04-25,27526
847,23,74615,20,36323,181,77,Female,London,High School,2025-04-26,18489
848,18,102503,75,3951,195,84,Female,New York,Bachelor,2025-04-27,37152
849,22,49759,16,18622,196,71,Male,London,Bachelor,2025-04-28,19575
850,58,105708,95,5727,197,89,Male,Nairobi,Bachelor,2025-04-29,33435
851,29,80112,70,39454,172,72,Female,Nairobi,Bachelor,2025-04-30,32037
852,43,46589,56,37469,194,52,Female,Stockholm,Master,2025-05-01,20080
853,63,50015,83,36548,166,89,Male,Nairobi,PhD,2025-05-02,23510
854,51,49009,58,24782,189,99,Male,London,PhD,2025-05-03,25688
855,31,103309,4,29454,170,59,Male,New York,Master,2025-05-04,33064
856,43,82046,4,3368,151,74,Female,Nairobi,High School,2025-05-05,32404
857,62,46143,20,16592,186,101,Male,Stockholm,PhD,2025-05-06,10874
858,44,26154,10,23173,155,98,Female,London,High School,2025-05-07,9525
859,26,41804,24,34204,193,57,Male,Stockholm,PhD,2025-05-08,15363
860,43,61688,99,36596,167,104,Female,Nairobi,High School,2025-05-09,23060
861,64,84288,26,35324,179,60,Female,Nairobi,Master,2025-05-10,32667
862,39,71195,37,47132,171,54,Female,Stockholm,Bachelor,2025-05-11,36681
863,64,40581,85,24864,182,107,Male,London,High School,2025-05-12,20589
864,47,72648,54,48829,179,94,Male,Nairobi,Bachelor,2025-05-13,29719
865,60,50087,21,31750,166,102,Male,New York,High School,2025-05-14,17548
866,34,69930,74,11576,192,104,Female,Nairobi,High School,2025-05-15,24811
867,43,52981,38,17566,181,86,Female,London,High School,2025-05-16,10590
868,53,89298,46,8190,191,105,Male,Nairobi,High School,2025-05-17,27860
869,18,66167,4,24071,163,108,Female,Stockholm,High School,2025-05-18,13290
870,25,95304,60,39333,159,94,Female,Nairobi,Bachelor,2025-05-19,43111
871,52,63408,57,16369,196,87,Female,Nairobi,High School,2025-05-20,24146
872,32,59499,45,25035,185,78,Male,London,Bachelor,2025-05-21,20620
873,64,72269,20,2589,183,54,Female,Stockholm,Master,2025-05-22,28126
874,39,58559,17,26235,158,58,Male,London,PhD,2025-05-23,13658
875,31,94319,71,1159,191,108,Male,Nairobi,High School,2025-05-24,31561
876,43,115317,4,13145,177,97,Male,New York,PhD,2025-05-25,35335
877,45,116347,93,16373,160,51,Male,Nairobi,Bachelor,2025-05-26,49347
878,40,68787,14,32921,163,50,Male,London,Master,2025-05-27,24544
879,31,55488,3,40323,188,89,Female,New York,Master,2025-05-28,18188
880,41,94441,88,17237,196,109,Male,London,Master,2025-05-29,37522
881,19,94663,80,42971,168,100,Male,London,PhD,2025-05-30,38400
882,62,42431,58,9244,164,79,Male,Stockholm,Bachelor,2025-05-31,19537
883,43,81681,55,15743,177,60,Female,New York,High School,2025-06-01,24854
884,31,83483,4,32566,173,77,Female,Nairobi,High School,2025-06-02,25675
885,24,69153,24,47101,157,93,Female,London,Bachelor,2025-06-03,17777
886,20,26368,34,47109,192,61,Female,Nairobi,PhD,2025-06-04,11715
887,64,47424,30,19691,158,88,Male,Stockholm,High School,2025-06-05,14823
888,40,65004,82,34996,196,75,Male,Stockholm,Bachelor,2025-06-06,40398
889,63,103869,19,6590,182,62,Female,New York,High School,2025-06-07,32861
890,60,108652,31,6585,182,108,Female,Stockholm,Master,2025-06-08,28674
891,64,76985,60,10227,168,57,Female,Stockholm,High School,2025-06-09,28424
892,62,70069,60,29278,152,103,Female,Nairobi,PhD,2025-06-10,29617
893,35,72326,19,39814,159,77,Male,Stockholm,Bachelor,2025-06-11,31964
894,55,101061,49,13237,189,107,Female,Stockholm,PhD,2025-06-12,32271
895,52,43398,63,16649,196,79,Female,London,Bachelor,2025-06-13,11407
896,32,118393,83,38713,191,58,Female,Stockholm,Master,2025-06-14,47902
897,42,70861,22,8927,150,88,Female,London,Bachelor,2025-06-15,16555
898,54,95897,24,46409,178,80,Female,Stockholm,High School,2025-06-16,28988
899,45,101905,76,49766,199,107,Female,Stockholm,High School,2025-06-17,36883
900,27,88577,30,47154,183,70,Female,New York,Master,2025-06-18,29224
901,56,85641,58,8016,162,105,Male,New York,Bachelor,2025-06-19,34938
902,34,29078,31,15027,150,96,Male,London,Master,2025-06-20,8405
903,56,45003,64,49688,183,83,Male,Stockholm,High School,2025-06-21,18532
904,39,82768,19,25142,178,104,Male,Nairobi,PhD,2025-06-22,26659
905,43,71047,48,47520,197,80,Male,New York,Master,2025-06-23,26862
906,61,91626,45,24545,196,101,Male,Nairobi,PhD,2025-06-24,32476
907,42,77660,94,32897,162,74,Female,New York,PhD,2025-06-25,34878
908,34,69786,55,4167,197,61,Female,New York,Bachelor,2025-06-26,30654
909,30,21925,55,45757,198,50,Male,Stockholm,Master,2025-06-27,14040
910,37,103976,97,27917,178,104,Female,New York,PhD,2025-06-28,43160
911,42,46015,18,23736,188,71,Male,Nairobi,PhD,2025-06-29,7693
912,21,53320,63,28990,173,89,Female,New York,Bachelor,2025-06-30,22547
913,27,84881,92,15087,175,86,Female,London,Bachelor,2025-07-01,37061
914,20,110827,47,23440,166,96,Female,Stockholm,High School,2025-07-02,41592
915,58,46289,75,36205,156,50,Female,Stockholm,PhD,2025-07-03,17924
916,62,23389,57,16275,162,50,Female,London,High School,2025-07-04,9421
917,35,45683,45,6276,154,106,Female,London,PhD,2025-07-05,15334
918,64,33629,33,42627,175,91,Male,London,High School,2025-07-06,16070
919,53,81550,17,41586,198,103,Male,New York,Bachelor,2025-07-07,31334
920,64,44826,70,38496,152,91,Female,Stockholm,Master,2025-07-08,18410
921,39,46630,4,20008,156,70,Male,London,Bachelor,2025-07-09,18928
922,51,118762,20,6738,198,64,Female,New York,High School,2025-07-10,38245
923,64,66163,47,33402,188,66,Male,London,High School,2025-07-11,23927
924,25,118511,91,6793,150,71,Female,Nairobi,Master,2025-07-12,43596
925,57,86435,15,38291,198,87,Male,Nairobi,PhD,2025-07-13,31163
926,61,31653,70,6571,166,84,Female,Stockholm,High School,2025-07-14,18123
927,36,47961,47,32331,192,94,Male,New York,High School,2025-07-15,30467
928,59,101941,78,17209,174,65,Female,Nairobi,High School,2025-07-16,34121
929,58,94137,75,49014,152,57,Male,Nairobi,Master,2025-07-17,38331
930,54,53662,9,26394,164,96,Female,New York,Bachelor,2025-07-18,14352
931,23,118818,90,44148,178,66,Female,London,High School,2025-07-19,40298
932,43,76446,16,26682,192,66,Female,New York,Master,2025-07-20,24479
933,51,41288,69,3224,181,103,Male,London,High School,2025-07-21,19973
934,62,115081,61,42157,175,75,Male,Nairobi,PhD,2025-07-22,55215
935,23,56877,10,49695,165,62,Male,Nairobi,Master,2025-07-23,17142
936,54,35313,50,45452,174,66,Female,Nairobi,High School,2025-07-24,9943
937,50,100885,3,44408,177,87,Male,Stockholm,Master,2025-07-25,31930
938,39,92715,77,33441,158,66,Female,Stockholm,High School,2025-07-26,25141
939,38,30326,94,42430,150,97,Male,Stockholm,Bachelor,2025-07-27,18038
940,23,21560,70,40129,178,63,Male,New York,High School,2025-07-28,13548
941,23,99148,81,35716,171,94,Male,Nairobi,Master,2025-07-29,41817
942,21,103186,51,45859,165,55,Male,Nairobi,PhD,2025-07-30,40923
943,47,46745,19,27586,190,84,Female,New York,PhD,2025-07-31,13405
944,28,51890,42,45760,193,95,Male,Stockholm,PhD,2025-08-01,19013
945,47,40022,35,24478,190,63,Male,New York,High School,2025-08-02,11675
946,48,72579,46,7318,156,96,Female,Stockholm,Bachelor,2025-08-03,20733
947,41,90316,26,29694,163,57,Female,Nairobi,High School,2025-08-04,31244
948,26,103847,69,21180,178,64,Male,London,PhD,2025-08-05,31686
949,20,48380,93,13180,168,103,Male,Stockholm,Master,2025-08-06,21740
950,48,22356,64,34002,168,76,Female,Nairobi,PhD,2025-08-07,8130
951,57,90326,37,16372,151,62,Female,Nairobi,Master,2025-08-08,33546
952,54,112447,84,30796,190,98,Female,London,Bachelor,2025-08-09,51141
953,53,109899,49,25427,194,80,Male,Nairobi,Master,2025-08-10,31361
954,41,40049,21,34290,164,102,Male,Nairobi,High School,2025-08-11,4849
955,48,95717,74,29099,152,105,Male,Stockholm,High School,2025-08-12,35490
956,23,36082,64,46486,160,84,Female,Stockholm,High School,2025-08-13,17303
957,19,20661,5,10821,195,109,Female,London,Master,2025-08-14,7791
958,37,57412,70,6832,179,55,Female,London,High School,2025-08-15,21991
959,45,22920,90,13820,189,54,Male,Nairobi,High School,2025-08-16,14872
960,28,111194,4,17211,167,71,Female,Stockholm,High School,2025-08-17,35595
961,21,80315,39,40890,197,107,Male,London,Bachelor,2025-08-18,33196
962,32,99561,35,6842,151,98,Female,London,Master,2025-08-19,23593
963,23,28946,1,2316,181,72,Male,New York,Master,2025-08-20,6939
964,47,114242,24,46968,157,74,Male,London,PhD,2025-08-21,37741
965,55,65500,57,18508,171,83,Female,Nairobi,Master,2025-08-22,20760
966,19,36309,70,23005,155,75,Male,Stockholm,Bachelor,2025-08-23,26548
967,32,75230,41,16206,161,96,Female,London,Master,2025-08-24,23491
968,28,118656,54,19971,196,54,Male,New York,Bachelor,2025-08-25,40790
969,25,50027,46,26599,189,75,Female,Stockholm,Bachelor,2025-08-26,22388
970,43,92541,60,23056,185,69,Female,London,Master,2025-08-27,30805
971,62,79321,60,2378,164,55,Male,New York,PhD,2025-08-28,20563
972,61,20956,57,2519,177,55,Female,London,High School,2025-08-29,9843
973,22,94131,31,23161,198,108,Male,Stockholm,High School,2025-08-30,36486
974,23,67908,84,41703,194,99,Female,Stockholm,Master,2025-08-31,27087
975,43,98339,24,39861,167,67,Female,Stockholm,Master,2025-09-01,27669
976,21,45963,89,6355,151,53,Female,Nairobi,Bachelor,2025-09-02,27317
977,36,59443,36,10083,162,66,Female,London,Master,2025-09-03,19779
978,37,119259,85,39342,194,106,Male,Nairobi,Bachelor,2025-09-04,41726
979,50,59063,30,21456,164,63,Female,Stockholm,PhD,2025-09-05,21466
980,37,100818,24,14324,169,63,Female,New York,Master,2025-09-06,36499
981,29,24703,30,3257,178,62,Male,London,High School,2025-09-07,22319
982,64,85128,86,28364,191,56,Male,Nairobi,High School,2025-09-08,38274
983,18,92099,92,25972,178,93,Male,London,Master,2025-09-09,42628
984,43,45849,7,47179,152,104,Male,New York,Bachelor,2025-09-10,11924
985,31,51860,35,27654,168,64,Male,Nairobi,High School,2025-09-11,13928
986,55,51585,55,16233,152,68,Male,Stockholm,Bachelor,2025-09-12,21287
987,54,42015,92,16887,163,92,Female,Nairobi,Master,2025-09-13,22340
988,28,97539,14,30320,189,96,Male,London,Master,2025-09-14,25269
989,53,63585,10,21808,153,93,Female,London,High School,2025-09-15,19199
990,30,46958,80,31154,160,84,Male,London,Master,2025-09-16,24083
991,60,46017,16,35773,180,66,Female,London,PhD,2025-09-17,17207
992,20,96707,54,28747,192,84,Female,Stockholm,PhD,2025-09-18,36933
993,50,65350,95,11860,181,68,Female,Nairobi,High School,2025-09-19,30559
994,23,32201,89,43838,176,69,Male,Stockholm,PhD,2025-09-20,16025
995,27,49426,77,43156,179,85,Male,Stockholm,Bachelor,2025-09-21,19958
996,22,37778,70,19156,192,84,Male,Stockholm,High School,2025-09-22,12338
997,40,65241,44,21360,151,81,Male,London,High School,2025-09-23,32896
998,27,62229,73,19135,198,107,Female,London,Bachelor,2025-09-24,26035
999,61,106652,45,26351,158,97,Male,London,PhD,2025-09-25,35371
1000,19,68364,56,31499,177,93,Female,Nairobi,PhD,2025-09-26,21465
